,cg18649438,cg12633154,cg01856645,cg10568066,cg13401893,cg04193820,cg09296957,cg19867917,cg26615126,cg06501366,cg06791446,cg24503407,cg16430428,cg26730543,cg11805311,cg09715672,cg14142171,cg23130075,cg14893161,cg00026375,cg10930308,cg27022933,cg09811317,cg01347228,cg10945539,cg15258416,cg27038439,cg19432362,cg17872886,cg07157834,cg16078649,cg18459618,cg24404630,cg06148175,cg13918754,cg24840099,cg22454011,cg17835678,cg23721712,cg26354017,cg01754756,cg20349812,cg15056105,cg26667946,cg02674384,cg24755996,cg11857033,cg15848031,cg26800803,cg18105675,cg14159672,cg15089314,cg09573585,cg10605681,cg25835179,cg25821304,cg21538208,cg15176413,cg20469139,cg07167872,cg05117982,cg14582057,cg07382347,cg12355172,cg03596034,cg00948524,cg07179033,cg08912051,cg25144207,cg12894325,cg26395382,cg12109566,cg08896939,cg00737978,cg02017534,cg00350199,cg11096993,cg04590184,cg01902605,cg14825976,cg25643819,cg25052156,cg10381888,cg16722947,cg02188185,cg26993102,cg08035082,cg09683562,cg14269973,cg04986336,cg25374649,cg03400060,cg12261786,cg09974661,cg01240599,cg08605991,cg00835279,cg17178900,cg04565008,cg11965913,cg25298725,cg09279736,cg14846965,cg14753599,cg18602114,cg25658983,cg24438909,cg08328513,cg12979844,cg08018585
GSM4299625,0.2227465,0.7884937,0.6589492,0.823755,0.7870345,0.4765352,0.5386728,0.5683132,0.5873886,0.6746893,0.6374719,0.5448327,0.5194238,0.4689735,0.3413767,0.2767076,0.3261882,0.6119227,0.4124295,0.169729,0.7654905,0.5049806,0.12687641,0.4726596,0.7036847,0.10211723,0.7279473,0.7885773,0.5640935,0.7085628,0.7129471,0.3067918,0.2347889,0.557704,0.6525526,0.5535978,0.461557,0.6876506,0.1572167,0.6953775,0.3291808,0.3765766,0.284308,0.2298121,0.2991315,0.8285433,0.1820745,0.6574465,0.2209631,0.6770922,0.551638,0.697919,0.3198107,0.2570597,0.5348438,0.13925035,0.5452288,0.4637125,0.4017158,0.6008116,0.3077352,0.3852172,0.6140839,0.5481961,0.3081317,0.09331533,0.3867274,0.04398253,0.3628917,0.4740995,0.4036891,0.1641846,0.4764401,0.3306309,0.2618806,0.4520632,0.7033542,0.1654078,0.886847,0.3481135,0.201892,0.6789064,0.8429761,0.7905791,0.5080486,0.6886322,0.8326226,0.173545,0.2303163,0.5382443,0.3611544,0.4723463,0.6187397,0.5678708,0.5417545,0.8297264,0.3036289,0.7276121,0.5107842,0.4827208,0.20255036,0.6210265,0.3779251,0.4926195,0.5082166,0.4051513,0.3801946,0.7723962,0.384492,0.3080592
GSM4299626,0.1923978,0.5596568,0.6909052,0.6095057,0.5805466,0.3631394,0.5897289,0.6496235,0.7684028,0.6789858,0.6881225,0.8671793,0.5478363,0.3764974,0.3988293,0.3053465,0.3437963,0.6457863,0.7428059,0.1660519,0.4381669,0.4612608,0.10606679,0.3223071,0.744546,0.11094953,0.75984,0.732108,0.6539301,0.9137276,0.537222,0.2243406,0.2085117,0.6034409,0.2179592,0.4185062,0.3871431,0.7348724,0.1569448,0.8704408,0.3874415,0.5267841,0.2469124,0.2435053,0.2994007,0.768025,0.1440244,0.6110528,0.2237685,0.753446,0.8905228,0.7136137,0.3907211,0.2894346,0.6029235,0.12792471,0.5626093,0.4736902,0.3606234,0.7603422,0.3992198,0.4013086,0.3444919,0.5397682,0.2622302,0.10929285,0.2846316,0.03796542,0.5225681,0.4623691,0.4682558,0.2011126,0.4213714,0.2888111,0.2802814,0.5094179,0.7167883,0.1723782,0.8440994,0.3073669,0.2329671,0.7685208,0.8536222,0.7628848,0.3814958,0.7316213,0.7782073,0.1211325,0.2524495,0.5478088,0.3654177,0.6061544,0.7211827,0.6500666,0.5457103,0.8081833,0.3646775,0.8692966,0.5489699,0.8059838,0.22242269,0.4580282,0.3371147,0.5434646,0.5787759,0.4135617,0.3638946,0.7670921,0.3387195,0.3337137
GSM4299631,0.2175905,0.4989312,0.6165231,0.6009333,0.5792002,0.4077388,0.3233689,0.5100639,0.6707777,0.5843017,0.6724693,0.6200961,0.4859701,0.4265906,0.3220259,0.2073383,0.3652957,0.3975771,0.4527599,0.2265377,0.4158305,0.3207185,0.11409935,0.3791681,0.7111516,0.14213408,0.8004893,0.6841061,0.5623364,0.7381964,0.5000064,0.2588882,0.1777111,0.3695285,0.2394695,0.506183,0.3030204,0.6357152,0.1489243,0.7833247,0.3276045,0.3457692,0.2452651,0.2219438,0.3042832,0.807966,0.1429572,0.6604615,0.2095156,0.6933727,0.5944357,0.7097047,0.307472,0.2379112,0.3334389,0.15554251,0.6428422,0.4092356,0.3738614,0.6531462,0.2996548,0.3175615,0.4008623,0.3453339,0.2684516,0.10015659,0.2427835,0.06794238,0.4234748,0.3135961,0.3518521,0.2159743,0.3833779,0.2435718,0.2488642,0.2809989,0.5180384,0.1611931,0.6773619,0.2767036,0.2583205,0.7131361,0.8084876,0.6235343,0.4092689,0.6334898,0.7807984,0.1419297,0.2449617,0.4581964,0.2590043,0.453322,0.6537151,0.560512,0.3774506,0.768281,0.326242,0.7835639,0.3160452,0.5271769,0.21293375,0.4453174,0.324383,0.4897079,0.479478,0.3369219,0.3463714,0.6608594,0.3303161,0.3554438
GSM4299633,0.2405422,0.4874846,0.7498096,0.6025366,0.5347215,0.4096602,0.3921775,0.5906733,0.7512581,0.7429031,0.63286,0.5632766,0.5538277,0.3941956,0.3291678,0.1947664,0.3796131,0.4847083,0.4459653,0.1850905,0.4576283,0.4038022,0.13093944,0.3331761,0.7430315,0.12077926,0.7178401,0.7727464,0.6576328,0.7084497,0.5101068,0.2570185,0.2463822,0.4873111,0.2084108,0.3254369,0.375543,0.6814636,0.178673,0.7075796,0.3071019,0.420711,0.2764998,0.2365288,0.3198531,0.8585983,0.1525995,0.5969648,0.2235987,0.7120191,0.5646495,0.7477406,0.307046,0.2370895,0.3870699,0.13970044,0.454698,0.4321322,0.3858964,0.6064253,0.3494612,0.3512845,0.3818966,0.3517961,0.2901987,0.12428375,0.2772218,0.06287023,0.4341753,0.4005388,0.3852416,0.1727204,0.4303773,0.2968217,0.260959,0.4020386,0.577846,0.18988,0.8294178,0.3239635,0.2063673,0.7367887,0.8457193,0.7177428,0.4030457,0.7247545,0.7646319,0.1425266,0.1963221,0.462667,0.3486019,0.5976237,0.6840054,0.634279,0.4653514,0.8139111,0.3486243,0.8058401,0.4249488,0.5052809,0.20460892,0.4699377,0.3481096,0.4834823,0.5325353,0.3574433,0.3509517,0.7834316,0.3083514,0.3258515
GSM4299634,0.2508097,0.6237707,0.6405443,0.7088002,0.6330973,0.4181201,0.391158,0.7245349,0.7470243,0.6529086,0.4918479,0.2348447,0.6632308,0.4591678,0.342982,0.2012023,0.3558856,0.5020861,0.1926749,0.1741118,0.5310841,0.3945051,0.13274788,0.3412075,0.7796554,0.11403611,0.7061618,0.7661522,0.7130068,0.5063268,0.5555217,0.2423197,0.2036361,0.4508914,0.2657763,0.3677234,0.3630265,0.735599,0.15974,0.4218669,0.3350353,0.4017312,0.2502467,0.2959498,0.3410659,0.8579985,0.1626905,0.6261839,0.2004062,0.7821738,0.2924835,0.7515597,0.281973,0.2891243,0.3957158,0.1205676,0.3571643,0.4569355,0.3748709,0.2692481,0.3238266,0.3477032,0.3911146,0.3700556,0.2589579,0.11383176,0.276245,0.07352691,0.4709174,0.3854034,0.3847773,0.2112695,0.4104343,0.2570803,0.2991195,0.3494946,0.5828673,0.1724941,0.7983093,0.3300298,0.2238765,0.6481811,0.8534095,0.7938311,0.4566071,0.7692194,0.777779,0.1589089,0.2902157,0.4730577,0.3060508,0.4632959,0.6711209,0.7499633,0.4535903,0.8003585,0.5593462,0.4735754,0.4047091,0.1882886,0.26321344,0.4717338,0.334205,0.437508,0.4805104,0.3898378,0.359131,0.7358306,0.3545129,0.3881712
GSM4299642,0.2257126,0.5096868,0.4865544,0.6067494,0.5528681,0.3708189,0.3927985,0.6356482,0.7406075,0.6106919,0.675204,0.3728794,0.6371967,0.4735149,0.4677299,0.3959059,0.5094905,0.4290793,0.2267589,0.2722349,0.4834486,0.3446848,0.13037649,0.3045608,0.7467748,0.11210519,0.785913,0.7161637,0.714518,0.529402,0.5157836,0.1973441,0.3397525,0.3802593,0.1943692,0.4130318,0.4553891,0.7621258,0.160445,0.4728189,0.4364764,0.4626733,0.3599198,0.2290446,0.2555214,0.8243413,0.1424201,0.6248744,0.1994893,0.7742016,0.3240643,0.7274899,0.4107469,0.3210585,0.3232411,0.09014894,0.4572258,0.5280204,0.3338872,0.3355343,0.3646645,0.3035287,0.3658568,0.334973,0.1783536,0.0978463,0.3065546,0.05623298,0.4032124,0.3090612,0.4892017,0.1938221,0.3874331,0.3955311,0.2222692,0.3311806,0.4905441,0.1537016,0.6312309,0.4328562,0.2090237,0.7629289,0.8595114,0.7913805,0.4470393,0.7473165,0.8059504,0.1512452,0.1843438,0.4820257,0.4485024,0.4304049,0.7215087,0.5995268,0.4108173,0.8171752,0.3683958,0.5612748,0.3654147,0.2525089,0.26690167,0.5034834,0.4415106,0.4925871,0.5215589,0.3350714,0.3887579,0.6677759,0.3025084,0.3064285
GSM4299643,0.2455788,0.6055648,0.7073313,0.7022691,0.5949656,0.4399955,0.3938137,0.8488543,0.810176,0.6768688,0.6179498,0.337573,0.7227211,0.4438204,0.3427921,0.2299963,0.4529127,0.4566181,0.2660331,0.1824261,0.489351,0.3524714,0.1252146,0.3911719,0.8083405,0.11093797,0.7659338,0.7643723,0.8166671,0.5401526,0.5197615,0.2526397,0.2508966,0.4226025,0.3619321,0.4452764,0.3619611,0.7461669,0.1530661,0.5607001,0.3333955,0.378307,0.2566623,0.273518,0.3344162,0.8362349,0.176582,0.652847,0.2032324,0.8771179,0.3733507,0.7259316,0.3122996,0.3510488,0.3961615,0.13186594,0.5117234,0.4152586,0.3756976,0.4175044,0.3023242,0.3595464,0.4213822,0.3477546,0.2683761,0.11421849,0.2643364,0.0680552,0.3960398,0.3561006,0.3773435,0.1746732,0.4663732,0.2988047,0.2694084,0.3325032,0.5850055,0.1650703,0.8038738,0.311567,0.205374,0.7281952,0.8580933,0.7028288,0.4142445,0.7388368,0.783081,0.1713237,0.2330435,0.4544786,0.3033958,0.5716726,0.7107321,0.8256026,0.4188409,0.8505852,0.6008231,0.6410217,0.3552931,0.2482611,0.30611531,0.5210678,0.3476364,0.4505619,0.4540349,0.4023387,0.4194052,0.7462574,0.366639,0.3644054
GSM4299646,0.2211504,0.5875847,0.6724052,0.6531017,0.5781894,0.3663435,0.549278,0.6326254,0.7326472,0.7015001,0.4942534,0.5475668,0.6095504,0.4321707,0.3912805,0.265154,0.5280414,0.6004117,0.4251586,0.1768337,0.5023502,0.4592427,0.08112861,0.2871037,0.7272807,0.11712577,0.7483301,0.7220543,0.7103748,0.6909852,0.5289107,0.2754248,0.2243518,0.5429606,0.3085654,0.3778001,0.3571824,0.7710504,0.1736187,0.686628,0.3432361,0.4594799,0.26268,0.2045432,0.2872612,0.8696226,0.1555171,0.5942687,0.1812158,0.7358014,0.5783028,0.729038,0.3681385,0.3957266,0.550852,0.11790661,0.5486351,0.5253238,0.2874483,0.5850756,0.4062739,0.372198,0.3848621,0.5490755,0.2123811,0.09999909,0.3103986,0.06849555,0.4945546,0.4654667,0.4115798,0.2292579,0.362843,0.2980263,0.2323395,0.4686418,0.6872477,0.1558928,0.8197102,0.315557,0.2926058,0.6239149,0.8513241,0.7692095,0.4222439,0.7442397,0.7836116,0.1413594,0.2633156,0.5627977,0.289477,0.5915632,0.6964141,0.6000114,0.5395877,0.7850649,0.4243529,0.6889924,0.5024123,0.4722173,0.31863256,0.5254583,0.3232323,0.48282,0.4833778,0.4379848,0.3909846,0.7658711,0.3231392,0.3243186
GSM4299647,0.2668724,0.687736,0.5646751,0.7415427,0.6699234,0.5440839,0.4798409,0.6902597,0.7315787,0.6426079,0.6405313,0.2436118,0.5633594,0.4819466,0.3584858,0.2502974,0.3283464,0.5199282,0.2026892,0.1818569,0.5681321,0.4560391,0.13282244,0.4827874,0.6906014,0.12977111,0.733394,0.7753099,0.6646776,0.6000074,0.6281104,0.3355083,0.2577721,0.5261654,0.2903191,0.4321959,0.4237912,0.7603845,0.1620578,0.4111665,0.3596711,0.461109,0.3309916,0.3601721,0.3525456,0.8265149,0.2177941,0.6706578,0.2442218,0.7698294,0.2497636,0.7187437,0.3407745,0.3219864,0.4402368,0.13745538,0.5198157,0.4488845,0.5042829,0.334936,0.3795265,0.4478543,0.4638294,0.4274979,0.3563745,0.14598262,0.3753862,0.10139089,0.4523751,0.4686221,0.4444586,0.1925055,0.5554986,0.3486791,0.3662557,0.4215054,0.6548685,0.2573646,0.7348354,0.4148846,0.2544869,0.7426567,0.8526195,0.8090823,0.4677865,0.7413292,0.8240871,0.2085823,0.3373941,0.504735,0.3799229,0.5435392,0.695227,0.6347128,0.488113,0.7879137,0.3632242,0.4263777,0.489418,0.1978152,0.24475424,0.5492327,0.4157782,0.5268018,0.5160862,0.5011819,0.4374929,0.6814549,0.4770251,0.4162624
GSM4299648,0.2249851,0.5726636,0.697572,0.6883804,0.5853536,0.4539306,0.5781522,0.6231894,0.723124,0.7340211,0.6326066,0.3092447,0.6130635,0.4663845,0.3264823,0.2617917,0.4231547,0.6114635,0.1886344,0.2102682,0.5376432,0.5319574,0.13001341,0.405091,0.7092187,0.11762832,0.7745771,0.735483,0.7088147,0.5379052,0.5300649,0.2607615,0.2496862,0.5778594,0.2164881,0.4273133,0.465212,0.7157739,0.1692432,0.2369876,0.3161578,0.4586505,0.2998439,0.2845109,0.3463231,0.8498302,0.1792508,0.6556251,0.2524406,0.7556772,0.2318091,0.7258828,0.3736608,0.380824,0.5886869,0.11860084,0.5204811,0.4763166,0.4212598,0.2495577,0.3712961,0.3806194,0.361588,0.594039,0.2827583,0.10506113,0.2868812,0.06964482,0.4089803,0.4882987,0.422829,0.1860521,0.4393516,0.303726,0.3006294,0.5099717,0.6911664,0.1891082,0.8408785,0.3623254,0.2260109,0.6700114,0.8584245,0.7782766,0.4220181,0.7377633,0.7575506,0.1545558,0.2907433,0.5579054,0.3509345,0.6006244,0.7373235,0.6010964,0.5796852,0.7810361,0.3499757,0.5419778,0.5302004,0.1317894,0.2825115,0.4921385,0.398063,0.5017025,0.5297457,0.421419,0.4347316,0.761882,0.4086221,0.3668399
GSM4299651,0.1980072,0.4207291,0.5597051,0.4463783,0.4749618,0.3975575,0.5409122,0.5335441,0.6538399,0.6121856,0.6777078,0.2555465,0.4977377,0.3804051,0.4181123,0.2579152,0.315662,0.584724,0.1444003,0.2223383,0.5467678,0.4976159,0.11926705,0.3875454,0.7094802,0.09570741,0.7291168,0.7799683,0.5900935,0.4551307,0.5239558,0.3159401,0.1742656,0.5420275,0.2015426,0.5485036,0.3121902,0.7293159,0.1527932,0.2272807,0.3171599,0.5109659,0.2135041,0.2200721,0.2904778,0.8738207,0.1784559,0.5725344,0.2048374,0.6107458,0.1895183,0.6937074,0.3122642,0.3330187,0.5277691,0.13779535,0.401048,0.5345532,0.3017391,0.2470022,0.4590632,0.3689628,0.2109633,0.5170595,0.2392287,0.1072128,0.2600791,0.06539939,0.4101468,0.474722,0.3927638,0.193448,0.4301158,0.2265025,0.2568598,0.4501246,0.6898898,0.1620382,0.7258343,0.2541937,0.2397704,0.756467,0.8387111,0.7659362,0.4330084,0.7131811,0.7984659,0.1711264,0.219723,0.5484376,0.2854333,0.4468833,0.6798272,0.5525222,0.5458911,0.8474619,0.338921,0.4427531,0.4903089,0.1389905,0.32821144,0.4154287,0.3245459,0.4686203,0.4601797,0.3580702,0.3298554,0.6713739,0.2820168,0.3080922
GSM4299656,0.2041968,0.7321624,0.6302778,0.7955493,0.7577694,0.5637153,0.4394596,0.9270606,0.8773689,0.6190967,0.6069447,0.6141055,0.748464,0.4625537,0.2577796,0.1867094,0.3242716,0.5747901,0.4405826,0.1781451,0.7655848,0.3964295,0.14167603,0.5719315,0.8360366,0.13101764,0.6229825,0.7437863,0.911497,0.7067532,0.6865223,0.2943322,0.1585843,0.5186009,0.5993432,0.5611527,0.3355855,0.5722864,0.1325712,0.6795334,0.2746237,0.5408078,0.2273331,0.2491967,0.2729223,0.8713791,0.1993183,0.5933171,0.1861538,0.9212528,0.5791561,0.6923115,0.2783311,0.2766017,0.3707313,0.1517884,0.2889009,0.5822826,0.541912,0.6088828,0.5340866,0.3165137,0.5657488,0.4119464,0.3686722,0.13501986,0.4378373,0.07190442,0.3434613,0.36866,0.3732995,0.2078776,0.6162958,0.2303133,0.2654514,0.4286995,0.6243557,0.2149347,0.8614367,0.2604195,0.215998,0.8348779,0.8835844,0.6169655,0.4988889,0.8006212,0.8290053,0.1596598,0.2178231,0.4819412,0.2404993,0.6178784,0.5700963,0.8754133,0.4843264,0.7938982,0.6720903,0.7686424,0.4732637,0.4834355,0.23382258,0.5787547,0.3038512,0.4678273,0.5045389,0.4086739,0.3854462,0.7092387,0.3376153,0.3079694
GSM4299658,0.1898167,0.5413364,0.6512806,0.6364723,0.5610285,0.3639918,0.3572234,0.7025033,0.7229772,0.6357658,0.6140938,0.6410168,0.5829299,0.4200019,0.3210877,0.2020198,0.5019311,0.4453,0.4676423,0.2016971,0.4454112,0.3581246,0.12470587,0.3361292,0.7520601,0.13038481,0.698523,0.7392221,0.743771,0.7618062,0.5245257,0.2277396,0.1929957,0.4121714,0.2699305,0.3155789,0.2901189,0.7809173,0.1470996,0.6916298,0.3428495,0.4748466,0.2635669,0.2700773,0.2679411,0.8493356,0.1759057,0.6443961,0.2438936,0.7776462,0.5811129,0.7256548,0.3105908,0.2752145,0.3529071,0.14750795,0.4161878,0.5002457,0.3279795,0.6294463,0.3857845,0.378048,0.3563452,0.3223517,0.1831968,0.09272746,0.3074521,0.094638,0.44961,0.3460095,0.4289638,0.241125,0.2919391,0.2843438,0.3347483,0.3123226,0.5543416,0.1491824,0.8082145,0.2952849,0.2870801,0.7615334,0.8615674,0.8098936,0.4152946,0.7712691,0.7318713,0.1110096,0.2653499,0.4743123,0.2171693,0.5729277,0.6545192,0.7157181,0.3897762,0.8274305,0.4584585,0.8007888,0.3653943,0.5504084,0.29120566,0.4629243,0.3314901,0.491813,0.5145699,0.404764,0.4076168,0.7032139,0.3671338,0.3141227
GSM4299659,0.2520345,0.7783802,0.7258009,0.8192391,0.7834607,0.431877,0.4246764,0.556594,0.7398012,0.7216708,0.6596696,0.5467898,0.5796086,0.5613494,0.3391706,0.2243543,0.4166578,0.5359163,0.4152463,0.1862064,0.7574465,0.3791623,0.14810689,0.4306378,0.7013705,0.1094056,0.7127059,0.7574272,0.6519538,0.7455691,0.7394561,0.3296679,0.2313113,0.4716865,0.6193439,0.3951579,0.4345857,0.8118713,0.1454636,0.6860953,0.3289354,0.3359673,0.2896761,0.2604124,0.294788,0.8185746,0.1571174,0.6121412,0.2069585,0.6994025,0.5597463,0.7316821,0.364829,0.372028,0.4163586,0.13532737,0.4876751,0.3956195,0.4306225,0.6567053,0.2728295,0.4093594,0.6060318,0.3792416,0.2885789,0.12970808,0.4443988,0.08084983,0.479773,0.3708531,0.4040303,0.2154296,0.490526,0.3233469,0.3068588,0.429505,0.6147481,0.2279148,0.8358828,0.3781487,0.3157712,0.7437739,0.8597874,0.7925768,0.5850071,0.7764574,0.7522947,0.180359,0.2806772,0.4883682,0.3964018,0.6048246,0.6949731,0.587285,0.4626457,0.7648139,0.3364986,0.7438073,0.4670855,0.4185924,0.32328902,0.6310818,0.3839483,0.4731166,0.5043548,0.3622592,0.4323205,0.771519,0.3784586,0.377541
GSM4299660,0.196731,0.5268302,0.6707739,0.5789616,0.5448035,0.3512874,0.3553679,0.5777774,0.7316801,0.6126073,0.6603286,0.8255053,0.5381999,0.4272692,0.3354302,0.2124984,0.4278693,0.4621361,0.7376703,0.1894735,0.3726683,0.3153839,0.12606448,0.3485962,0.7291822,0.10356396,0.6966811,0.7258006,0.6637304,0.8579475,0.5125176,0.2066099,0.1785213,0.4340638,0.2646354,0.431426,0.3555122,0.7039116,0.1899178,0.8514865,0.3142759,0.4970389,0.2176384,0.2700354,0.3128831,0.8250934,0.1580042,0.566562,0.2176468,0.7126921,0.8464662,0.7420768,0.2832866,0.3808441,0.3027539,0.13025181,0.5148536,0.547107,0.3000494,0.7849748,0.4214957,0.2937765,0.329148,0.3083301,0.2229396,0.09152871,0.2593922,0.06464748,0.4047484,0.3274264,0.388355,0.212308,0.3933613,0.1938086,0.24045,0.3359373,0.5446093,0.1492066,0.7855098,0.2844433,0.271885,0.7563494,0.8432603,0.8442221,0.36574,0.6991337,0.7638319,0.1457511,0.2290727,0.4539809,0.2811587,0.5322735,0.7131268,0.5727709,0.4057988,0.7718157,0.3415742,0.8591886,0.3878805,0.7526732,0.29081958,0.4838694,0.3354631,0.4977245,0.4705635,0.3515454,0.4042212,0.7207467,0.2932658,0.2890702
